poem_type,poem
பட்டினப்பாலை,"நெடு நுகத்துப் பகல் போல
நடுவு நின்ற நல் நெஞ்சினோர்
வடு அஞ்சி வாய்மொழிந்து
தமவும் பிறவும் ஒப்ப நாடிக்
கொள்வதூஉம் மிகை கொடாது  கொடுப்பதூஉங் குறைகொடாது  
பல் பண்டம் பகர்ந்து வீசும்
தொல் கொண்டி துவன்று இருக்கைப்   
"
பட்டினப்பாலை,"பல் ஆயமொடு பதி பழகி
வேறு வேறு உயர்ந்த முதுவாய் ஒக்கல்
சாறு அயர் மூதூர் சென்று தொக்காங்கு 
மொழி பல பெருகிய பழி தீர் தேஎத்துப்
புலம் பெயர் மாக்கள் கலந்து இனிது உறையும்
முட்டாச் சிறப்பின் பட்டினம் 
"
பட்டினப்பாலை,"பெறினும்
வார் இருங் கூந்தல் வயங்கு இழை ஒழிய
வாரேன் வாழிய நெஞ்சே  
"
பட்டினப்பாலை,"கூர் உகிர்க்
கொடுவரிக் குருளைக் கூட்டுள் வளர்ந்தாங்குப்
பிறர் பிணியகத்து இருந்து பீடு காழ் முற்றி
அருங்கரை கவியக் குத்திக் குழி கொன்று
பெருங்கை யானை பிடிப் புக்காங்கு
நுண்ணிதின் உணர நாடி நண்ணார் 
செறிவுடைத் திண் காப்பு ஏறி வாள் கழித்து
உருகெழு தாயம் ஊழின் எய்திப் 
"
பட்டினப்பாலை,"பெற்றவை மகிழ்தல் செய்யான் செற்றோர்
கடி அரண் தொலைத்த கதவு கொல் மருப்பின்
முடி உடைக் கருந்தலை புரட்டும் முன் தாள்   
உகிர் உடை அடிய ஓங்கு எழில் யானை
வடி மணிப் புரவியொடு வயவர் வீழப்
பெரு நல் வானத்துப் பருந்து உலாய் நடப்ப
தூறு இவர் துறுகல் போலப் போர் வேட்டு
வேறு பல் பூளையொடு உழிஞை சூடிப்   
பேய்க் கண் அன்ன பிளிறு கடி முரசம்
மாக் கண் அகல் அறை அதிர்வன முழங்க
முனை கெடச் சென்று முன் சமம் முருக்கித்
தலைதவச் சென்று தண் பணை எடுப்பி    
"
பட்டினப்பாலை,"வெண்பூக் கரும்பொடு செந்நெல் நீடி   
மா இதழ்க் குவளையொடு நெய்தலும் மயங்கி
கராஅம் கலித்த கண் அகன் பொய்கை
கொழுங்கால் புதவமொடு செருந்தி நீடிச்
செறுவும் வாவியும் மயங்கி நீர் அற்று
அறு கோட்டு இரலையொடு மான் பிணை உகளவும் 
"
பட்டினப்பாலை,"கொண்டி மகளிர் உண் துறை மூழ்கி
அந்தி மாட்டிய நந்தா விளக்கின்
மலர் அணி மெழுக்கம் ஏறிப் பலர் தொழ
வம்பலர் சேக்கும் கந்துடைப் பொதியில்
பரு நிலை நெடுந்தூண் ஒல்கத் தீண்டிப்   
பெரு நல் யானையொடு பிடி புணர்ந்து உறையவும் 
"
பட்டினப்பாலை,"அரு விலை நறும் பூத் தூஉய்த் தெருவின்
முதுவாய்க் கோடியர் முழவொடு புணர்ந்த
திரி புரி நரம்பின் தீந்தொடை ஓர்க்கும்
பெருவிழாக் கழிந்த பேஎம் முதிர் மன்றத்துச்   
சிறு பூ நெருஞ்சியோடு அறுகை பம்பி
அழல்வாய் ஓரி அஞ்சுவரக் கதிர்ப்பவும்
அழு குரல் கூகையோடு ஆண்டலை விளிப்பவும்
கணங்கொள் கூளியொடு கதுப்பு இகுத்து அசைஇப்
பிணம் தின் யாக்கைப் பேய் மகள் துவன்றவும்  
"
பட்டினப்பாலை,"கொடுங்கால் மாடத்து நெடுங்கடை துவன்றி
விருந்து உண்டு ஆனாப் பெருஞ்சோற்று அட்டில்
ஒண் சுவர் நல் இல் உயர் திணை இருந்து
பைங்கிளி மிழற்றும் பால் ஆர் செழு நகர்த்
தொடுதோல் அடியர் துடி படக் குழீஇக்  
கொடு வில் எயினர் கொள்ளை உண்ட
உணவு இல் வறுங்கூட்டு உள் அகத்து இருந்து
வளைவாய்க் கூகை நன்பகல் குழறவும்
அருங்கடி வரைப்பின் ஊர் கவின் அழிய  – 
"
பட்டினப்பாலை,"பெரும் பாழ் செய்தும் அமையான் மருங்கு அற   
மலை அகழ்க்குவனே கடல் தூர்க்குவனே
வான் வீழ்க்குவனே வளி மாற்றுவன் எனத்
தான் முன்னிய துறை போகலின்  
"
பட்டினப்பாலை,"பல் ஒளியர் பணிபு ஒடுங்க
தொல் அருவாளர் தொழில் கேட்ப   
வடவர் வாடக் குடவர் கூம்பத்
தென்னவன் திறல் கெடச் சீறி மன்னர்
மன் எயில் கதுவும் மதனுடை நோன் தாள்
மாத்தானை மற மொய்ம்பின்
செங்கண்ணால் செயிர்த்து நோக்கிப்   
புன் பொதுவர் வழி பொன்ற
இருங்கோவேள் மருங்கு சாயக்  
"
பட்டினப்பாலை,"காடு கொன்று நாடாக்கிக்
குளம் தொட்டு வளம் பெருக்கிப்
பிறங்கு நிலை மாடத்து உறந்தை போக்கிக்   
கோயிலொடு குடிநிறீஇ
வாயிலொடு புழையமைத்து
ஞாயில்தொறும் புதை நிறீஇப்
பொருவேம் எனப் பெயர் கொடுத்து
ஒருவேம் எனப் புறக்கொடாது   
திரு நிலைஇய பெரு மன் எயில்
மின் ஒளி எறிப்ப 
"
பட்டினப்பாலை,"தன் ஒளி மழுங்கி
விசி பிணி முழவின் வேந்தர் சூடிய
பசு மணி பொருத பரு ஏர் எறுழ்க் கழல் கால்
பொன் தொடிப் புதல்வர் ஓடி ஆடவும் 
முற்று இழை மகளிர் முகிழ் முலை திளைப்பவும்
செஞ்சாந்து சிதைந்த மார்பில் ஒண் பூண்
அரிமா அன்ன அணங்கு உடைத் துப்பின்
திருமாவளவன்
"
பட்டினப்பாலை,"திருமாவளவன் தெவ்வர்க்கு ஓக்கிய   
வேலினும் வெய்ய கானம் அவன்
கோலினும் தண்ணிய தட மென்தோளே  
"
முல்லைப்பாட்டு,"நனந்தலை உலகம் வளைஇ நேமியொடு
வலம்புரி பொறித்த மா தாங்கு தடக்கை
நீர் செல நிமிர்ந்த மாஅல் போல
பாடு இமிழ் பனிக்கடல் பருகி வலன் ஏர்பு
கோடு கொண்டு எழுந்த கொடுஞ் செலவு எழிலி
பெரும் பெயல் பொழிந்த சிறு புன்மாலை 
"
முல்லைப்பாட்டு,"அருங்கடி மூதூர் மருங்கில் போகி
யாழ் இசை இன வண்டு ஆர்ப்ப நெல்லொடு
நாழி கொண்ட நறு வீ முல்லை
அரும்பு அவிழ் அலரி தூஉய்க் கைதொழுது   
பெருமுது பெண்டிர் விரிச்சி நிற்பச் 
"
முல்லைப்பாட்டு,"சிறு தாம்பு தொடுத்த பசலைக் கன்றின்
உறு துயர் அலமரல் நோக்கி ஆய்மகள்
நடுங்கு சுவல் அசைத்த கையள் கைய
கொடுங்கோல் கோவலர் பின் நின்று உய்த்தர   
இன்னே வருகுவர் தாயர் என்போள்
நன்னர் நன்மொழி கேட்டனம் அதனால்
நல்ல நல்லோர் வாய்ப்புள் தெவ்வர்
முனை கவர்ந்து கொண்ட திறையர் வினை முடித்து
வருதல் தலைவர் வாய்வது நீ நின்   
பருவரல் எவ்வம் களை மாயோய் எனக்
காட்டவும் காட்டவும் காணாள் கலுழ் சிறந்து
பூப்போல் உண்கண் புலம்பு முத்து உறைப்பக்  – 
"
முல்லைப்பாட்டு,"கான்யாறு தழீஇய அகல் நெடும் புறவில்
சேண் நாறு பிடவமொடு பைம் புதல் எருக்கி   
வேட்டுப்புழை அருப்பம் மாட்டிக் காட்ட
இடுமுள் புரிசை ஏமுற வளைஇப்
படு நீர்ப் புணரியின் பரந்த பாடி  
"
முல்லைப்பாட்டு,"உவலைக் கூரை ஒழுகிய தெருவில்
கவலை முற்றம் காவல் நின்ற   
தேம்படு கவுள சிறு கண் யானை
ஓங்கு நிலைக் கரும்பொடு கதிர் மிடைந்து யாத்த
வயல் விளை இன்குளகு உண்ணாது நுதல் துடைத்து
அயில் நுனை மருப்பின் தம் கையிடைக் கொண்டெனக்
கவை முள் கருவியின் வடமொழி பயிற்றிக்   
கல்லா இளைஞர் கவளம் கைப்பக்  – 
"
முல்லைப்பாட்டு,"கல் தோய்த்து உடுத்த படிவப் பார்ப்பான்
முக்கோல் அசை நிலை கடுப்ப நல்போர்
ஓடா வல்வில் தூணி நாற்றிக்
கூடம் குத்திக் கயிறு வாங்கு இருக்கைப்   
பூந்தலைக் குந்தம் குத்தி கிடுகு நிரைத்து
வாங்கு வில் அரணம் அரணமாக  
"
முல்லைப்பாட்டு,"வேறு பல் பெரும்படை நாப்பண் வேறு ஓர்
நெடுங்காழ்க் கண்டம் கோலி அகம் நேர்பு  – 
"
முல்லைப்பாட்டு,"குறுந்தொடி முன் கை கூந்தல் அம் சிறுபுறத்து   
இரவு பகல் செய்யும் திண் பிடி ஒள் வாள்
விரவு வரிக் கச்சின் பூண்ட மங்கையர்
நெய் உமிழ் சுரையர் நெடுந்திரிக் கொளீஇக்
கை அமை விளக்கம் நந்துதொறும் மாட்ட  – 
"
முல்லைப்பாட்டு,"நெடு நா ஒண் மணி நிழத்திய நடுநாள்   
அதிரல் பூத்த ஆடு கொடிப் படாஅர்
சிதர் வரல் அசை வளிக்கு அசைவந்தாங்குத்
துகில் முடித்துப் போர்த்த தூங்கல் ஓங்கு நடைப்
பெரு மூதாளர் ஏமம் சூழ  
"
முல்லைப்பாட்டு,"பொழுது அளந்து அறியும் பொய்யா மாக்கள்   
தொழுது காண்கையர் தோன்ற வாழ்த்தி
எறிநீர் வையகம் வெலீஇய செல்வோய் நின்
குறு நீர்க் கன்னல் இனைத்து என்று இசைப்ப  – 
"
முல்லைப்பாட்டு,"மத்திகை வளைஇய மறிந்து வீங்கு செறிவுடை
மெய்ப்பை புக்க வெருவரும் தோற்றத்து   
வலி புணர் யாக்கை வன்கண் யவனர்
புலித்தொடர் விட்ட புனை மாண் நல் இல்
திரு மணி விளக்கம் காட்டி திண் ஞாண்  – 
"
முல்லைப்பாட்டு,"திரு மணி விளக்கம் காட்டி திண் ஞாண்
எழினி வாங்கிய ஈரறைப் பள்ளியுள்
உடம்பின் உரைக்கும் உரையா நாவின்   
படம் புகு மிலேச்சர் உழையர் ஆக  
"
முல்லைப்பாட்டு,"மண்டு அமர் நசையொடு கண்படை பெறாஅது
எடுத்து எறி எஃகம் பாய்தலின் புண் கூர்ந்து
பிடிக் கணம் மறந்த வேழம் வேழத்துப்
பாம்பு பதைப்பன்ன பரூஉக்கை துமியத்   
தேம்பாய் கண்ணி நல் வலம் திருத்திச்
சோறு வாய்த்து ஒழிந்தோர் உள்ளியும் தோல் துமிபு
வைந்நுனைப் பகழி மூழ்கலின் செவி சாய்த்து
உண்ணாது உயங்கும் மா சிந்தித்தும்
ஒரு கை பள்ளி ஒற்றி ஒருகை   
முடியொடு கடகம் சேர்த்தி நெடிது நினைந்து  – 
"
முல்லைப்பாட்டு,"பகைவர் சுட்டிய படைகொள் நோன் விரல்
நகை தாழ்க் கண்ணி நல் வலம் திருத்தி
அரசு இருந்த பனிக்கும் முரசு முழங்கு பாசறை
இன் துயில் வதியுநன் காணாள் துயர் உழந்து  
"
முல்லைப்பாட்டு,"இன் துயில் வதியுநன் காணாள் துயர் உழந்து
நெஞ்சை ஆற்றுப்படுத்த நிறைதபு புலம்பொடு
நீடு நினைந்து தேற்றியும் ஓடு வளை திருத்தியும்
மையல் கொண்டும் ஒய்யென உயிர்த்தும்
ஏ உறு மஞ்ஞையின் நடுங்கி இழை நெகிழ்ந்து
பாவை விளக்கில் பரூஉச் சுடர் அழல 
இடம் சிறந்து உயரிய எழு நிலை மாடத்து
முடங்கு இறைச் சொரிதரும் மாத் திரள் அருவி
இன்பல் இமிழிசை ஓர்ப்பனள் கிடந்தோள்
அஞ்செவி நிறைய ஆலின வென்று பிறர் – 
"
முல்லைப்பாட்டு,"அஞ்செவி நிறைய ஆலின வென்று பிறர்
வேண்டு புலம் கவர்ந்த ஈண்டு பெருந்தானையொடு   
விசயம் வெல் கொடி உயரி
வயிரும் வளையும் ஆர்ப்ப அயிர – 
"
முல்லைப்பாட்டு,"வயிரும் வளையும் ஆர்ப்ப அயிர
செறி இலைக் காயா அஞ்சனம் மலர
முறி இணர்க் கொன்றை நன் பொன் காலக்
கோடல் குவி முகை அங்கை அவிழ 
தோடு ஆர் தோன்றி குருதி பூப்ப
கானம் நந்திய செந்நிலப் பெருவழி
வானம் வாய்த்த வாங்கு கதிர் வரகின்
திரி மருப்பு இரலையொடு மடமான் உகள
எதிர் செல் வெண்மழை பொழியும் திங்களில்  – 
"
முல்லைப்பாட்டு,"முதிர் காய் வள்ளியங்காடு பிறக்கொழியத்
துனை பரி துரக்கும் செலவினர்
வினை விளங்கு நெடுந்தேர் பூண்ட மாவே  – 
"
நெடுநல்வாடை,"வையகம் பனிப்ப வலன் ஏர்பு வளைஇப்
பொய்யா வானம் புதுப் பெயல் பொழிந்தென  – 
"
நெடுநல்வாடை,"ஆர்கலி முனைஇய கொடுங்கோல் கோவலர்
ஏறுடை இன நிரை வேறு புலம் பரப்பிப்
புலம் பெயர் புலம்பொடு கலங்கிக் கோடல்   
நீடு இதழ்க் கண்ணி நீர் அலைக் கலாவ
மெய்க்கொள் பெரும் பனி நலியப் பலருடன்
கைக்கொள் கொள்ளியர் கவுள் புடையூஉ நடுங்க   – 
"
நெடுநல்வாடை,"மா மேயல் மறப்ப மந்தி கூர
பறவை படிவன வீழக் கறவை   
கன்று கோள் ஒழியக் கடிய வீசிக்
குன்று குளிர்ப்பன்ன கூதிர்ப் பானாள்  – 
"
நெடுநல்வாடை,"புன்கொடி முசுண்டைப் பொறிப்புற வான்பூப்
பொன் போல் பீரமொடு புதல் புதல் மலரப்
பைங்கால் கொக்கின் மென் பறைத் தொழுதி   
இருங்களி பரந்த ஈர வெண்மணல்
செவ்வரி நாரையொடு எவ்வாயும் கவரக்
கயல் அறல் எதிரக் கடும் புனல் சாஅய்ப்
பெயல் உலந்து எழுந்த பொங்கல் வெண்மழை
அகல் இரு விசும்பில் துவலை கற்ப   
அங்கண் அகல்வயல் ஆர் பெயல் கலித்த
வண் தோட்டு நெல்லின் வருகதிர் வணங்க
முழு முதல் கமுகின் மணி உறழ் எருத்தின்
கொழு மடல் அவிழ்ந்த குழூஉக்கொள் பெருங்குலை
நுண்ணீர் தெவிள வீங்கிப் புடை திரண்டு   
தெண்ணீர்ப் பசுங்காய் சேறு கொள முற்ற
நளி கொள் சிமைய விரவு மலர் வியன் காக்
குளிர் கொள் சினைய குரூஉத் துளி தூங்க   – 
"
நெடுநல்வாடை,"மாடம் ஓங்கிய மல்லல் மூதூர்
ஆறு கிடந்தன்ன அகல் நெடுந்தெருவில்   
படலைக் கண்ணி பரு ஏர் எறுழ்த் திணிதோள்
முடலை யாக்கை முழு வலி மாக்கள்
வண்டு மூசு தேறல் மாந்தி மகிழ் சிறந்து
துவலைத் தண் துளி பேணார் பகல் இறந்து
இருகோட்டு அறுவையர் வேண்டுவயின் திரிதர   – 
"
நெடுநல்வாடை,"வெள்ளி வள்ளி வீங்கு இறைப் பணைத்தோள்
மெத்தென் சாயல் முத்து உறழ் முறுவல்
பூங்குழைக்கு அமர்ந்த ஏந்து எழில் மழைக்கண்
மடவரல் மகளிர் பிடகைப் பெய்த
செவ்வி அரும்பின் பைங்கால் பித்திகத்து   
அவ்விதழ் அவிழ்பதம் கமழப் பொழுது அறிந்து
இரும்பு செய் விளக்கின் ஈர்ந்திரிக் கொளீஇ
நெல்லும் மலரும் தூஉய்க் கைதொழுது
மல்லல் ஆவணம் மாலை அயர  – 
"
நெடுநல்வாடை,"மனை உறை புறவின் செங்கால் சேவல்  
இன்புறு பெடையொடு மன்று தேர்ந்து உண்ணாது
இரவும் பகலும் மயங்கி கையற்று
மதலைப் பள்ளி மாறுவன இருப்பக்
கடியுடை வியல் நகர்ச் சிறு குறுந்தொழுவர்
கொள் உறழ் நறுங்கல் பலகூட்டு மறுக   
வடவர் தந்த வான் கேழ் வட்டம்
தென் புல மருங்கில் சாந்தொடு துறப்பக்  – 
"
நெடுநல்வாடை,"கூந்தல் மகளிர் கோதை புனையார்
பல் இருங் கூந்தல் சில் மலர் பெய்ம்மார்
தண் நறுந் தகர முளரி நெருப்பு அமைத்து  
இருங்காழ் அகிலொடு வெள் அயிர் புகைப்பக்  
"
நெடுநல்வாடை,"கை வல் கம்மியன் கவின் பெறப் புனைந்த
செங்கேழ் வட்டஞ் சுருக்கிக் கொடுந்தறிச்
சிலம்பி வான் நூல் வலந்தன தூங்க
வான் உற நிவந்த மேனிலை மருங்கின்   
வேனில் பள்ளித் தென் வளி தரூஉம்
நேர்வாய்க் கட்டளை திரியாது திண் நிலைப்
போர்வாய்க் கதவம் தாழொடு துறப்பக்  – 
"
நெடுநல்வாடை,"கல்லென் துவலை தூவலின் யாவரும்
தொகுவாய்க் கன்னல் தண்ணீர் உண்ணார்  
பகுவாய்த் தடவில் செந் நெருப்பு ஆர  – 
"
நெடுநல்வாடை,"ஆடல் மகளிர் பாடல் கொளப் புணர்மார்
தண்மையின் திரிந்த இன்குரல் தீந்தொடை
கொம்மை வருமுலை வெம்மையில் தடைஇக்
கருங்கோட்டுச் சீறியாழ் பண்ணு முறை நிறுப்ப  – 
"
நெடுநல்வாடை,"காதலர்ப் பிரிந்தோர் புலம்ப பெயல் கனைந்து
கூதிர் நின்றன்றால் போதே 
"
நெடுநல்வாடை,"விரி கதிர் பரப்பிய வியல்வாய் மண்டிலம்
இரு கோல் குறி நிலை வழுக்காது குடக்கு ஏர்பு
ஒரு திறம் சாரா அரை நாள் அமயத்து 
நூல் அறி புலவர் நுண்ணிதின் கயிறு இட்டு
தேஎம் கொண்டு தெய்வம் நோக்கி
பெரும் பெயர் மன்னர்க்கு ஒப்ப மனை வகுத்து  
"
நெடுநல்வாடை,"ஒருங்கு உடன் வளைஇ ஓங்கு நிலை வரைப்பின்
பரு இரும்பு பிணித்து செவ்வரக்கு உரீஇத்   
துணை மாண் கதவம் பொருத்தி இணை மாண்டு
நாளொடு பெயரிய கோள் அமை விழுமரத்துத்
போது அவிழ் குவளைப் புதுப் பிடி கால் அமைத்து
தாழொடு குயின்ற போர் அமை புணர்ப்பில்
கை வல் கம்மியன் முடுக்கலின் புரை தீர்ந்து   
ஐயவி அப்பிய நெய்யணி நெடு நிலை
வென்று எழு கொடியொடு வேழம் சென்று புகக்
குன்று குயின்றன்ன ஓங்கு நிலை வாயில்  – 
"
நெடுநல்வாடை,"திரு நிலைபெற்ற தீது தீர் சிறப்பின்
தருமணல் ஞெமிரிய திருநகர் முற்றத்து   
நெடுமயிர் எகினத் தூ நிற ஏற்றை
குறுங்கால் அன்னமொடு உகளும் முன்கடைப்   – 
"
நெடுநல்வாடை,"பணை நிலை முனைஇய பல் உளைப் புரவி
புல் உணாத் தெவிட்டும் புலம்பு விடு குரலொடு
நிலவுப் பயன் கொள்ளும் நெடுவெண் முற்றத்துக்   
கிம்புரிப் பகுவாய் அம்பணம் நிறைய
கலிழ்ந்து வீழ் அருவிப் பாடு விறந்து அயல
ஒலி நெடும் பீலி ஒல்க மெல்லியல்
கலி மயில் அகவும் வயிர் மருள் இன் இசை
நளி மலைச் சிலம்பின் சிலம்பும் கோயில்  
"
நெடுநல்வாடை,"யவனர் இயற்றிய வினை மாண் பாவை
கை ஏந்தும் ஐ அகல் நிறைய நெய் சொரிந்து
பரூஉத்திரி கொளீஇய குரூஉத்தலை நிமிர் எரி
அறு அறு காலைதொறும் அமைவரப் பண்ணிப்
பல் வேறு பள்ளிதொறும் பாய் இருள் நீங்கப்   
பீடு கெழு சிறப்பின் பெருந்தகை அல்லது
ஆடவர் குறுகா அருங்கடி வரைப்பின்  – 
"
நெடுநல்வாடை,"வரை கண்டன்ன தோன்றல வரை சேர்பு
வில் கிடந்தன்ன கொடிய பல் வயின்
வெள்ளி அன்ன விளங்கும் சுதை உரீஇ   
மணி கண்டன்ன மாத்திரள் திண் காழ்ச்
செம்பு இயன்றன்ன செய்வுறு நெடுஞ்சுவர்
உருவப் பல் பூ ஒருகொடி வளைஇ
கருவொடு பெயரிய காண்பு இன் நல் இல்  – 
"
நெடுநல்வாடை,"தச நான்கு எய்திய பணை மருள் நோன் தாள் 
இகல் மீக்கூறும் ஏந்து எழில் வரி நுதல்
பொருது ஒழி நாகம் ஒழி எயிறு அருகு எறிந்து
சீரும் செம்மையும் ஒப்ப வல்லோன்
கூர் உளிக் குயின்ற ஈரிலை இடை இடுபு
தூங்கு இயல் மகளிர் வீங்கு முலை கடுப்பப்   
புடை திரண்டிருந்த குடத்த இடை திரண்டு
உள்ளி நோன் முதல் பொருத்தி அடி அமைத்து
பேர் அளவு எய்திய பெரும் பெயர்ப் பாண்டில்   – 
"
நெடுநல்வாடை,"மடை மாண் நுண் இழை பொலிய தொடை மாண்டு
முத்துடைச் சாலேகம் நாற்றி குத்துறுத்து   
புலிப் பொறிக் கொண்ட பூங்கேழ்த் தட்டத்துத்
தகடு கண் புதையக் கொளீஇத் துகள் தீர்ந்து
ஊட்டுறு பல் மயிர் விரைஇ வயமான்
வேட்டம் பொறித்து வியன் கண் கானத்து
முல்லைப் பல் போது உறழப் பூ நிரைத்து 
மெல்லிதின் விரிந்த சேக்கை மேம்படத்
துணை புணர் அன்னத் தூ நிறத் தூவி
இணை அணை மேம்படப் பாய் அணை இட்டு
காடி கொண்ட கழுவுறு கலிங்கத்துத்
தோடு அமை தூமடி விரிந்த சேக்கை  – 
"
நெடுநல்வாடை,"ஆரம் தாங்கிய அலர் முலை ஆகத்துப்
பின் அமை நெடு வீழ் தாழத் துணை துறந்து
நன்னுதல் உலறிய சில் மெல் ஓதி
நெடு நீர் வார் குழை களைந்தென குறுங்கண்
வாயுறை அழுத்திய வறிது வீழ் காதின்   
பொலந்தொடி தின்ற மயிர் வார் முன் கை
வலம்புரி வளையொடு கடிகை நூல் யாத்து
வாளைப் பகுவாய் கடுப்ப வணக்குறுத்துச்
செவ்விரல் கொளீஇய செங்கேழ் விளக்கத்துப்
பூந்துகில் மரீஇய ஏந்து கோட்டு அல்குல்   
அம்மாசு ஊர்ந்த அவிர் நூல் கலிங்கமொடு
புனையா ஓவியம் கடுப்ப புனைவு இல்  – 
"
நெடுநல்வாடை,"புனையா ஓவியம் கடுப்ப புனைவு இல்  
தளிர் ஏர் மேனித் தாய சுணங்கின்
அம்பணைத் தடைஇய மென்தோள் முகிழ் முலை
வம்பு விசித்து யாத்த வாங்கு சாய் நுசுப்பின்   
மெல்லியல் மகளிர் நல்அடி வருட   – 
"
நெடுநல்வாடை,"நரை விராவுற்ற நறு மென் கூந்தல்
செம்முகச் செவிலியர் கைம்மிகக் குழீஇக்
குறியவும் நெடியவும் உரை பல பயிற்றி
இன்னே வருகுவர் இன் துணையோர் என   
உகத்தவை மொழியவும் ஒல்லாள் மிகக் கலுழ்ந்து  
"
நெடுநல்வாடை,"உகத்தவை மொழியவும் ஒல்லாள் மிகக் கலுழ்ந்து 
நுண் சேறு வழித்த நோன் நிலைத் திரள் கால்
ஊறா வறுமுலை கொளீஇய கால் திருத்திப்
புதுவது இயன்ற மெழுகு செய் படமிசைத்
திண் நிலை மருப்பின் ஆடு தலையாக   
விண் ஊர்பு திரிதரும் வீங்கு செலல் மண்டிலத்து
முரண் மிகு சிறப்பின் செல்வனொடு நிலைஇய
உரோகிணி நினைவனள் நோக்கி நெடிது உயிரா
மா இதழ் ஏந்திய மலிந்து வீழ் அரிப்பனி
செவ்விரல் கடைக்கண் சேர்த்திச் சில தெறியாப்   
புலம்பொடு வதியும் நலங்கிளர் அரிவைக்கு  
"
நெடுநல்வாடை,"புலம்பொடு வதியும் நலங்கிளர் அரிவைக்கு 
இன்னா அரும்படர் தீர விறல் தந்து
இன்னே முடிக தில் அம்ம மின் அவிர்  – 
"
நெடுநல்வாடை,"இன்னே முடிக தில் அம்ம மின் அவிர்
ஓடையொடு பொலிந்த வினை நவில் யானை
நீள் திரள் தடக்கை நில மிசைப் புரள  
களிறு களம்படுத்த பெருஞ்செய் ஆடவர்
ஒளிறு வாள் விழுப்புண் காணிய புறம் போந்து
வடந்தைத் தண் வளி எறிதொறும் நுடங்கித்
தெற்கு ஏர்பு இறைஞ்சிய தலைய நன் பல
பாண்டில் விளக்கில் பரூஉச்சுடர் அழல   
வேம்பு தலையாத்த நோன் காழ் எஃகமொடு
முன்னோன் முறை முறை காட்டப் பின்னர்  
"
நெடுநல்வாடை,"பருமம் களையாப் பாய் பரிக் கலி மா
இருஞ்சேற்றுத் தெருவின் எறி துளி விதிர்ப்பப்   
புடை வீழ் அம் துகில் இடவயின் தழீஇ
வாள் தோள் கோத்த வன்கண் காளை
சுவல் மிசை அமைத்த கையன் முகன் அமர்ந்து
நூல் கால் யாத்த மாலை வெண்குடை
தவ்வென்று அசைஇ தா துளி மறைப்ப   
நள்ளென் யாமத்தும் பள்ளி கொள்ளான்
சிலரொடு திரிதரும் வேந்தன்
பலரொடு முரணிய பாசறைத் தொழிலே   – 
"
குறிஞ்சிப்பாட்டு,"அன்னாய் வாழி வேண்டு அன்னை ஒண்ணுதல்
ஒலி மென் கூந்தல் என் தோழி மேனி
விறல் இழை நெகிழ்த்த வீவு அரும் கடு நோய்
அகலுள் ஆங்கண் அறியுநர் வினாயும்
பரவியும் தொழுதும் விரவு மலர் தூயும்   
வேறு பல் உருவில் கடவுள் பேணி
நறையும் விரையும் ஓச்சியும் அலவுற்று
எய்யா மையலை நீயும் வருந்துதி 
"
குறிஞ்சிப்பாட்டு,"நல்கவின் தொலையவும் நறும் தோள் நெகிழவும்
புள் பிறர் அறியவும் புலம்பு வந்து அலைப்பவும்   
உள்கரந்து உறையும் உய்யா அரும் படர்
செப்பல் வன்மையின் செறித்தியான் கடவலின் 
"
குறிஞ்சிப்பாட்டு,"முத்தினும் மணியினும் பொன்னினும் அத்துணை
நேர்வருங் குரைய கலங்கெடின் புணரும்
சால்பும் வியப்பும் இயல்பும் குன்றின்   
மாசறக் கழீஇ வயங்கு புகழ் நிறுத்தல்
ஆசறு காட்சி ஐயர்க்கும் அந்நிலை
எளிய என்னார் தொல் மருங்கு அறிஞர்
மாதரும் மடனும் ஓராங்குத் தணப்ப
நெடுந்தேர் எந்தை அருங்கடி நீவி   
இருவேம் ஆய்ந்த மன்றல் இதுவென
நாம் அறிஉறாலின் பழியும் உண்டோ
ஆற்றின் வாரார் ஆயினும் ஆற்ற
ஏனை உலகத்தும் இயைவதால் நமக்கென
மான் அமர் நோக்கம் கலங்கிக் கையற்று   
ஆனாச் சிறுமையள் இவளும் தேம்பும் 
"
குறிஞ்சிப்பாட்டு,"இகல் மீக் கடவும் இரு பெரு வேந்தர்
வினை இடை நின்ற சான்றோர் போல
இரு பேர் அச்சமோடு யானும் ஆற்றலேன் 
"
குறிஞ்சிப்பாட்டு,"கொடுப்பின் நன்கு உடைமையும் குடி நிரல் உடைமையும்   
வண்ணமும் துணையும் பொரீஇ எண்ணாது
எமியேம் துணிந்த ஏமம் சால் அருவினை
நிகழ்ந்த வண்ணம் நீ நனி உணரச்
செப்பல் ஆன்றிசின் சினவாதீமோ 
"
குறிஞ்சிப்பாட்டு,"நெல் கொள் நெடு வெதிர்க்கு அணந்த யானை   
முத்து ஆர் மருப்பின் இறங்கு கை கடுப்பத்
துய்த்தலை வாங்கிய புனிறு தீர் பெருங்குரல்
நல் கோள் சிறு தினைப் படுபுள் ஓப்பி
எல்பட வருதியர் என நீ விடுத்தலின் 
"
